stop_id,stop_name,stop_lat,stop_lon,location_type
6167,10741 - MAVİ KENT SİTESİ,41.262726,36.336059,0
6183,10832 - IRMAK CADDESİ 1,41.255203,36.31015,0
6221,33901 - KAYADİBİ SAPAĞI,41.354735,36.151677,0
6233,60851 - ÇİNİK,41.199445,36.475258,0
6413,73011 - BAFRA OTOGAR,41.558532,35.905421,0
10057,65592 - Halispaşa cami,41.211373,36.683305,0
10088,78062 - Karacalı,41.220863,36.857029,0
912,Denizevleri/Esenevler,41.32423346459646,36.296153486057236,0
4717,60052 - ÖRNEK SANAYİ,41.24143,36.405088,0
4777,13382 - 1263.SOKAK,41.303,36.2494,0
4846,31442 - ELİT SİTESİ,41.3319,36.2611,0
4876,11111 - KANUNİ SULTAN SÜLEYMAN SOKAK,41.2792084704526,36.3208553702136,0
4882,11341 - İLKADIM SPOR KOMPLEKSİ,41.2773,36.3283,0
4910,50341 - KÖY KAHVESİ,41.24637,36.361723,0
4981,11732 - BADIRLI,41.266,36.2877,0
5061,30682 - ÇAMLIK,41.396637,36.19631,0
5081,12271 - UZUN YAZI PARKI,41.3118919271496,36.3191391714454,0
5145,11042 - DURUŞEHİR,41.2705950900366,36.3315854623706,0
5205,33011 - MENEKŞE,41.3515886739037,36.2070932377236,0
5355,30771 - GÜZELYURT,41.4168666419348,36.1715441196474,0
5424,12411 - İRFANİYE OKULLARI,41.3184,36.3139,0
5445,32061 - BALAÇ MAHALLESİ ÇEŞMESİ,41.313862262106,36.2646571969332,0
5599,12542 - KALEKENT KONUTLARI,41.3074,36.3151,0
5610,12792 - ANATOLİA EVLERİ,41.263693,36.321068,0
5622,12841 - GEBİ CADDESİ 1,41.270406,36.315701,0
5654,11581 - ZEYTİNLİK KAVŞAĞI,41.28787,36.321783,0
5673,12312 - İÇMELER,41.31002,36.316647,0
5747,31102 - KÜÇÜK KOLPINAR MEZARLIĞI,41.320959,36.297185,0
5788,32741 - VATAN CADDESİ,41.348824,36.233178,0
5814,33082 - MEHMET AKİF ERSOY,41.353861,36.204675,0
5876,50381 - HASKÖY CUMHURİYET ORTAOKULU,41.254322,36.3654,0
5920,11252 - ALAYBEY SOKAK,41.271519,36.323888,0
5937,10822 - MAKİNE İKMAL,41.255002,36.316055,0
5963,65161 - COSTAL YALI MAHALLESİ,41.2667006018397,36.5436089328199,0
6026,32501 - ELMAS KENT SİTESİ,41.329962,36.243937,0
6098,33491 - KARAOYUMCA SAPAĞI,41.330488,36.198361,0
6126,12091 - KALE PARKI,41.2988146194818,36.3172916090474,0
6150,50321 - MÜFTÜ ACAR CAMİ,41.251136,36.357666,0
6168,10751 - ŞEHİT MUSTAFA ZIVALI BULVARI,41.261595,36.333258,0
6234,60861 - SELANİK CADDESİ,41.19773,36.478183,0
6331,34051 - 725. SOKAK,41.323239,36.276424,0
6445,76011 - ALAÇAM,41.616613,35.607536,0
10015,61001 - Tekkeköy Hamamı,41.2252,36.460546,0
10055,65582 - Beylerce,41.213172,36.67944,0
10086,78052 -  Karacalı 2,41.220998,36.851569,0
913,Karayolları,41.323007552131756,36.30567747933926,0
4718,60042 - KİRAZLIK 3,41.244822,36.39989,0
4732,10512 - AKDENİZ CADDESİ,41.2710558416154,36.3336099295001,0
4799,12001 - İLKADIM SERA,41.289,36.3156,0
4841,31552 - HÜNKAR,41.3476780039938,36.2382429137569,0
4877,11091 - İLYASKÖY POLİS MERKEZİ,41.2778181511803,36.3219069238925,0
4912,50851 - AKŞEMSEDDİN CAMİ,41.2317,36.3546,0
4982,11742 - KAVACIK ATAKÖY,41.264483,36.285636,0
5018,30201 - İLKADIM ÖĞRENCİ YURDU,41.331911,36.28678,0
5038,30672 - 6305.SOKAK,41.394718,36.198551,0
5045,30781 - ÇATALÇAM,41.4199,36.1673,0
5072,10272 - KURŞUNLU CAMİ,41.2938,36.328841,0
5146,11052 - DURUŞEHİR TOKİ,41.271468350202,36.3288674352389,0
5206,33021 - LALE,41.351211,36.206041,0
5267,11391 - BOZDOĞAN SOKAK,41.270206,36.325824,0
5272,11331 - SAMSUN ANADOLU LİSESİ,41.2782,36.3303,0
5275,12291 - ADALET CADDESİ,41.30963,36.318131,0
5419,12302 - YILDIRIMLAR,41.3084917441313,36.3170632241546,0
5442,31851 - 721.SOKAK,41.3242,36.2764,0
5481,32051 - BALAÇ MAHALLESİ,41.3154,36.2652,0
5493,32511 - DENİZ YILDIZI SİTESİ,41.3290440091286,36.2418654617831,0
5506,31422 - İSTİKLAL,41.330852,36.262925,0
5527,33501 - YANLIZ KENT,41.3286,36.1943,0
5571,12741 - GÜLAÇTI,41.2679469897496,36.3298639299644,0
5600,12552 - CEVİZLİ SİTESİ,41.304658,36.312862,0
5611,12802 - ODUN PAZARI,41.2654,36.3206,0
5623,12831 - KEÇİ YOLU 1,41.2702549235118,36.3174948666859,0
5746,31092 - CUMHURİYET LİSESİ,41.321871,36.29872,0
5815,32992 - TOPLU KONUT BULVARI 2,41.355,36.2082,0
5892,10781 - İKİZCE SOKAK,41.259987,36.326568,0
5903,11231 - HACI ŞÜKRİYE IŞIK ANAOKULU,41.265552,36.325889,0
5923,12081 - 30 AĞUSTOS CADDESİ,41.30115,36.319375,0
5938,10812 - SASKİ ŞANTİYESİ,41.256025,36.317735,0
5964,65171 - ÇINARLIK 9,41.2689809436698,36.545682793721,0
6152,50301 - ŞEHİT MESUT BİRİNCİ SOKAK 1,41.2490716803639,36.3567822678181,0
6159,50391 - YENİKENT SİTESİ,41.256086,36.366009,0
6235,60871 - ÇEŞME,41.194185,36.482177,0
